prc_food_h_1,prc_food_h_2,prc_food_h_3,ridge_food_h_1,ridge_food_h_2,ridge_food_h_3,lasso_food_h_1,lasso_food_h_2,lasso_food_h_3,xgb_food_h_1,xgb_food_h_2,xgb_food_h_3,cb_ridge_lasso_food_h_1,cb_ridge_lasso_food_h_2,cb_ridge_lasso_food_h_3
1.4700894609056714,2.128978146389903,2.1917289398860857,1.7506680787026483,2.171761119621967,2.187891336229191,2.2922618519972686,2.4352691758481257,2.38182205161352,1.2735367,1.7801551,1.6391759,2.0214649653499586,2.3035151477350464,2.2848566939213555
0.9123823452432378,1.1841066138774767,1.8107586460113256,1.5154482553666164,1.7919686182289989,2.1388555366237454,2.13690855952343,2.353519597512183,2.52352266611339,1.2719159,1.0386713,1.5877789,1.8261784074450231,2.072744107870591,2.331189101368568
0.9282246039717964,0.7699468610762539,1.074372822872465,1.6249115262992144,1.675960970156083,1.7008112066862124,2.103630878260735,2.283299647013896,2.3310435239082747,1.0311669,1.1268486,0.97972155,1.8642712022799748,1.9796303085849896,2.0159273652972436
1.0638941329411489,0.6753828075473491,0.5408512549068909,1.4606843373230218,1.827279761874061,1.7641532287721562,1.7936518741448264,2.2317601968589296,2.315139541781508,1.2181966,1.3972049,1.0099125,1.627168105733924,2.029519979366495,2.039646385276832
1.244157324163761,1.2128966885523087,0.9092685406929584,1.286241931083429,1.592802669134466,2.069798759534041,1.5094753482056045,1.7147064843092965,2.2789063279774573,1.3475943,1.381584,1.2459325,1.3978586396445167,1.6537545767218813,2.174352543755749
0.8497687919236578,1.2775281562194252,1.3065419345109013,0.9006674437170155,1.38326446739941,1.6026010990264057,1.220490317191482,1.4689198754812127,1.6930562505520736,1.0905077,1.6514788,1.1071566,1.0605788804542486,1.4260921714403114,1.6478286747892397
1.057975427411378,1.025025693081569,1.5015886577815802,0.9652993285671329,1.0063300253279723,1.249431953774191,1.2420265533148986,1.236904888105564,1.4456995063958311,1.1836014,1.0795021,1.3672286,1.1036629409410157,1.121617456716768,1.347565730085011
1.3641355505825692,0.9361750986083874,0.9424579118865032,1.5223075321571533,1.1580705064668808,0.9787075075851668,1.6313759471376992,1.243531183550045,1.4154302195065516,1.4900973,1.1912501,0.88423395,1.5768417396474264,1.2008008450084628,1.197068863545859
1.0745163718331423,1.2663637956258798,0.9078575367231188,1.2984746320444458,1.640243828782997,1.210233583288144,1.6200132808155945,1.815909198438781,1.4075863308578114,1.3204616,1.2823923,1.1047927,1.4592439564300201,1.728076513610889,1.3089099570729776
1.061478050886678,0.9286074157054344,1.1332424786337727,1.1147219375606414,1.5573067701823136,1.6977354663774276,1.330687744237558,1.95581739029918,2.006188101722578,1.1867882,1.369223,1.6209723,1.2227048408990997,1.7565620802407467,1.851961784050003
0.7922907826605728,1.055526959063649,0.9507045518738364,1.0753404416573922,1.4253421505806214,1.6481218915563622,1.0642794408611012,1.670583204024141,2.16649964067512,1.1521333,1.2581286,1.7879542,1.0698099412592468,1.5479626773023814,1.9073107661157411
